_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,BehaviouralFeatureResult,label
{'$oid': '5a421d742bfbb88f180e333f'},A132A1P2B3MPNH,B003YYM732,JAT buyer,"[7.0, 7.0]","This little box is well made and exactly as described. I needed something to put my earrings in and yet be small enough to put in a hotel or cruise room safe. This box is perfect! I can use the ring drawer for post earings and the other 2 for wire ones. The snap closure is very secure so it won't pop open. It's also a nice deep purple color, not as bright as it appears in the picture...very regal. And how could you go wrong at this price! Great value.",5.0,Nice little box for jewelry,1319155200,"10 21, 2011",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.727272727, 'RL': 455.0, 'ER': 1.0, 'PC': 0.280898876}",0.0
{'$oid': '5a421d742bfbb88f180e3340'},AWG4V4EZEN67Y,B001K3V19U,Shelia,"[0.0, 0.0]",Should never buy this item.It looks great online.but when it arrive it was totally not what i expected.Would not recomend it .,1.0,Dont like,1370476800,"06 6, 2013",Cell_Phones_and_Accessories,"{'CS': 0.552176284, 'MNR': 1.0, 'RB': 2.0, 'RC': 2.0, 'PR': 50.0, 'NR': 50.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 4.0, 'RL': 126.0, 'ER': 1.0, 'PC': 0.99009901}",0.0
{'$oid': '5a421d742bfbb88f180e3341'},A2XNJU2RK6W6RT,B000H87RYW,N. Furuc,"[0.0, 0.0]","Okay this table is perfect for my daughters Little People, but the packaging that it came in was horrible. When I received this item on my door step, there was a hole at the bottom of the package and it was missing 9 screws. So I had to go to Home Depot and find some similar just so that I could put it together. After all that hassle was said and done, this table is good...my daughter LOVES it.",2.0,Great table...packaging is HORRIBLE,1175212800,"03 30, 2007",Toys_and_Games,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.794117647, 'RL': 397.0, 'ER': 0.0, 'PC': 2.884615385}",0.0
{'$oid': '5a421d742bfbb88f180e3342'},A1OKUWI6916ODH,B006G3EY8E,Benjamin J. Rogers,"[0.0, 0.0]",Easy to remove so I can slip it into an arm-strap to run with it. Protects the phone nicely. Hasn't ripped or torn even though I take it out upwards of 10 times a week.,5.0,Works Nicely,1400371200,"05 18, 2014",Cell_Phones_and_Accessories,"{'CS': 0.346830949, 'MNR': 0.333333333, 'RB': 1.0, 'RC': 6.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 57.0, 'RD': 1.066666667, 'RL': 168.0, 'ER': 1.0, 'PC': 1.526717557}",0.0
{'$oid': '5a421d742bfbb88f180e3343'},A1RCP5BFK596Y7,B0048NBPQS,Omar Rivas,"[0.0, 0.0]",&Iacute;tems no is ok for my Tablet...is more big..........the keyboard case Sanoxy y over size .....the pen is ok...the shipping is average..tk,2.0,item is oversize,1384905600,"11 20, 2013",Electronics,"{'CS': 0.13315591, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 1.566371681, 'RL': 144.0, 'ER': 0.0, 'PC': 20.0}",0.0
{'$oid': '5a421d742bfbb88f180e3344'},A2E14QKZXUBBBV,B00934J5UK,Edmund Michel,"[2.0, 2.0]","Been looking for a hammered ice bucket to go with our bar decor. Found this sharp looking unit from Oggi on Amazon. What arrived looks great and is well made, just what I was looking for - except for the capacity. The item I ordered is listed as a 3.2 quart capacity bucket. If my math is correct, that should equal to around 102 ounces. The item I received is listed as 2 liters / 64 ounces?? Again, it's a nice ice bucket, but much smaller then I anticipated. What gives Amazon?Don't know how to rate it, the product is not at fault. Would have been 5 stars if the size was right.",3.0,"Beautiful Ice Bucket, but wrong size?",1359936000,"02 4, 2013",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.375, 'RL': 582.0, 'ER': 0.0, 'PC': 1.735357918}",0.0
{'$oid': '5a421d742bfbb88f180e3345'},A1F6Y5VCLSZR1D,B000092M1T,"hdmcg ""hdmcg""","[12.0, 16.0]","This is an excellent lens. Well-built and sharp. HOWEVER, so is the Tokina version at half the price. I tested both and couldn't tell the difference in the images. Used the other $500 for something else.",3.0,Pricey and not worth it,1218326400,"08 10, 2008",Electronics,"{'CS': 0.426562592, 'MNR': 1.0, 'RB': 1.0, 'RC': 6.0, 'PR': 66.66666667, 'NR': 33.33333333, 'FR': 0.166666667, 'RSP': 0.0, 'AW': 2238.0, 'RD': 1.407407407, 'RL': 203.0, 'ER': 0.0, 'PC': 4.294478528}",0.0
{'$oid': '5a421d742bfbb88f180e3346'},A27KGBQB32H248,B00BASA99S,Rajesh,"[11.0, 11.0]",Product is not as described here. Toys inside the eggs are totally waste and not safe for kids and more dangerous too. I don't welcome Amazon to sell this kind of product.,1.0,Waste,1390176000,"01 20, 2014",Toys_and_Games,"{'CS': 0.302020225, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 0.0, 'NR': 100.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 2.054054054, 'RL': 171.0, 'ER': 1.0, 'PC': 0.729927007}",0.0
{'$oid': '5a421d742bfbb88f180e3347'},A39QN52IJARJZV,B00062B2D6,Mark Wolfenen,"[2.0, 3.0]","The Case M3Finn knife was exactly as I expected. Very good quality blade and handle. However, the sheath is of poor design. The &#34;wrap&#34; snags on branches, clothing, etc. and becomes quite soiled when cleaning small game. It's evident that it is not well liked in general when this style sells by itself on ebay for $5.00 and the older, original strap-snap sheath is selling for $25.00+.",3.0,Knife meets expectations but sheath not so much,1389398400,"01 11, 2014",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.636363636, 'RL': 393.0, 'ER': 0.0, 'PC': 0.313479624}",0.0
{'$oid': '5a421d742bfbb88f180e3348'},A1PSAF9R4X8FH3,B009AMOL7W,Dona,"[0.0, 0.0]",These shoes look so great but I thought EE would be very wide because i hace wise feet but they are so so narrow .The shoe itself is ok but the width was my problem&#62;,2.0,tooo narrow toward the front,1403222400,"06 20, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.367423461, 'MNR': 0.055555556, 'RB': 1.0, 'RC': 23.0, 'PR': 60.86956522, 'NR': 8.695652174, 'FR': 0.0, 'RSP': 0.0, 'AW': 441.0, 'RD': 1.590163934, 'RL': 169.0, 'ER': 0.0, 'PC': 2.985074627}",0.0
{'$oid': '5a421d742bfbb88f180e3349'},A32CQ23727FKOI,B004478GIS,Limar,"[0.0, 0.0]","Good product, interesting combination of items, as usual LEGO brand is the best. Highly recommend for kids to play with it",5.0,Good and interesting,1390867200,"01 28, 2014",Toys_and_Games,"{'CS': 0.385758375, 'MNR': 1.0, 'RB': 33.0, 'RC': 107.0, 'PR': 92.52336449, 'NR': 4.672897196, 'FR': 0.028037383, 'RSP': 0.0, 'AW': 963.0, 'RD': 0.227272727, 'RL': 122.0, 'ER': 1.0, 'PC': 4.95049505}",0.0
{'$oid': '5a421d742bfbb88f180e334a'},A31AGOVDBRMUBI,B004Q0PTD8,Jim Burwell,"[0.0, 0.0]",I needed Windows 7 to upgrade a compute and I was able to find it easy on the web site.,5.0,I had an easy time finding the product.,1392076800,"02 11, 2014",Electronics,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.612068966, 'RL': 87.0, 'ER': 1.0, 'PC': 2.985074627}",0.0
{'$oid': '5a421d742bfbb88f180e334b'},A1X18P5JF7KYH7,B000EICU2E,MUGGLE,"[1.0, 1.0]","HARD TO FIND A GOOD PRICED NON-EXPENSIVE OWL NECKLACE. THIS FIT THE TICKET. PACKAGED WITH ITS OWN BOX, EASY SHIPPING THROUGH MAIL.",3.0,OWL NECKLACE,1169078400,"01 18, 2007",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 1.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 2.0, 'RL': 130.0, 'ER': 0.0, 'PC': 95.28301887}",0.0
{'$oid': '5a421d742bfbb88f180e334c'},A3TTE3OE0A4SFJ,B001DBF07I,A. J. Lewis MD,"[0.0, 0.0]","Overall a good USB hub, but it is a little lightweight if you put cords in all the ports. This causes it it tip forward. It does have adhesive pads on the bottom, but I don't want to mar the surface of my desk with these...",4.0,Good but a little too lightweight,1278720000,"07 10, 2010",Electronics,"{'CS': 0.541404717, 'MNR': 0.0, 'RB': 0.0, 'RC': 13.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 2505.0, 'RD': 0.423423423, 'RL': 223.0, 'ER': 0.0, 'PC': 1.156069364}",0.0
{'$oid': '5a421d742bfbb88f180e334d'},A327DBHBJF645A,B005P06WIE,Paris,"[0.0, 0.0]","Vapur collapsible water bottles are awesome. We just took a couple to Central America and they were the best thing we packed. I prefer the newer &#34;sport top&#34; because it's easier to fill and there's no cap to lose, like the traditional cap on this one. Aside from that, this is a fantastic, durable, functional product.",4.0,Pretty great water bottle.,1366934400,"04 26, 2013",Sports_and_Outdoors,"{'CS': 0.34503278, 'MNR': 0.0, 'RB': 0.0, 'RC': 3.0, 'PR': 33.33333333, 'NR': 66.66666667, 'FR': 0.333333333, 'RSP': 0.0, 'AW': 1022.0, 'RD': 0.333333333, 'RL': 325.0, 'ER': 0.0, 'PC': 0.751879699}",0.0
{'$oid': '5a421d742bfbb88f180e334e'},A2DINIBVHOJ0XD,B00DNSQPKK,K. Mckinney,"[0.0, 0.0]","I'm 5'8&#34; so the skirt if folded over hits about mid calf, if unfolded it's a few inches above my ankles.  It's really comfortable.",5.0,Good skirt,1402531200,"06 12, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.302407368, 'MNR': 1.0, 'RB': 7.0, 'RC': 12.0, 'PR': 83.33333333, 'NR': 8.333333333, 'FR': 0.166666667, 'RSP': 0.0, 'AW': 1976.0, 'RD': 0.727272727, 'RL': 134.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d742bfbb88f180e334f'},A8688V39RF6UW,B001PGWNYY,Amazon Customer,"[1.0, 1.0]",If you have to move the seats the hooks and cord will come off and make this product useless.  I am trying to find a use for them holding scarfs.,2.0,Not a good idea if ...,1369785600,"05 29, 2013",Sports_and_Outdoors,"{'CS': 0.515151515, 'MNR': 1.0, 'RB': 11.0, 'RC': 24.0, 'PR': 83.33333333, 'NR': 4.166666667, 'FR': 0.083333333, 'RSP': 0.0, 'AW': 246.0, 'RD': 2.103448276, 'RL': 145.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d742bfbb88f180e3350'},A3EW56D8AU1MG,B008EHO4KS,Lia,"[1.0, 2.0]","These booties seemed so cute, warm, and cozy, so I was disappointed when they wouldn't fit around my baby's ankles. My daughter was 7 months and in the 50th percentile for weight when we put the 6-12 months size on her. I'm sorry to say we couldn't use these at all.",2.0,Didn't fit,1360195200,"02 7, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.0, 'RL': 266.0, 'ER': 0.0, 'PC': 0.469483568}",0.0
{'$oid': '5a421d742bfbb88f180e3351'},A32QA947UZE73L,1936112159,Sunbird,"[0.0, 0.0]",I am a Fluxx fan.  Love them game but the variety of cards in this pack are limited.  Works if you use it as an expansion pack I suppose.,3.0,Needs more,1396310400,"04 1, 2014",Toys_and_Games,"{'CS': 0.413167122, 'MNR': 1.0, 'RB': 2.0, 'RC': 3.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 152.0, 'RD': 1.738095238, 'RL': 137.0, 'ER': 0.0, 'PC': 1.923076923}",0.0
{'$oid': '5a421d742bfbb88f180e3352'},A22W7Z9E16EULD,B004KKXKZI,ajdbarca,"[0.0, 0.0]",very happy whit the product came liberate and have a lot of functions but the android its a very old version but the phone works good,5.0,good,1339372800,"06 11, 2012",Cell_Phones_and_Accessories,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.956521739, 'RL': 133.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d742bfbb88f180e3353'},A2IA394API58VH,B000I4LEGC,"Chris Kurtycz ""c k""","[9.0, 14.0]","First, the picture is horrible.  I've got pictures that came directly from a 6 megapixel camera on the card I put in this thing and it looks like they came from a .5 MP camera.  My phone displays better pictures.After I tested this thing out by placing the storage card from my camera I thought I'd try some other pictures I had to see if it was just the few pictures I had or if it was the frame.  I copied all the pics off the card, installed some new ones and they won't play.  Tried a different type of card - went from SD to CF and they don't read at all.  Then tried the usb / thumb / jump drive and they don't read at all.  Tried the SD card again and now it jumps into a directory thing that I can't get out of.  The manual is no help and their website doesn't even list this as a product under support.  Its going back ASAP.",1.0,Junk,1164585600,"11 27, 2006",Electronics,"{'CS': 0.506891701, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 2.305555556, 'RL': 833.0, 'ER': 1.0, 'PC': 2.782071097}",0.0
{'$oid': '5a421d742bfbb88f180e3354'},A2GIYSWMEHTDT4,B003J3YC5E,Oliver Park,"[6.0, 7.0]","Having recently had a Milano knife I was happy with, I purchased three of these knives, all of which are now useless after a few weeks. On the first, the screw keeping the blade in place seems to somehow have split, leaving me unable to remove it completely yet causing tremendous play. On the second and third the liner lock became ineffective after a few dozen draws.",1.0,Recently Downgraded Quality,1379721600,"09 21, 2013",Sports_and_Outdoors,"{'CS': 0.219577516, 'MNR': 0.0, 'RB': 0.0, 'RC': 3.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 233.0, 'RD': 2.666666667, 'RL': 369.0, 'ER': 1.0, 'PC': 1.0}",0.0
{'$oid': '5a421d742bfbb88f180e3355'},A1U1WCJA8LR59I,B00B1928FE,"PM ""pam999""","[0.0, 0.0]","I was appalled that these cases are $30 or more at Best Buy, even Wallmart.  This one is great and you can't beat the price.  As others have posted - all the holes are in the right places, no stink of cheap leather or chemicals, exactly as advertised and as seen in the pictures.",5.0,Bargain,1403913600,"06 28, 2014",Electronics,"{'CS': 0.45690087, 'MNR': 0.0, 'RB': 0.0, 'RC': 11.0, 'PR': 54.54545455, 'NR': 27.27272727, 'FR': 0.181818182, 'RSP': 0.0, 'AW': 2498.0, 'RD': 0.558024691, 'RL': 279.0, 'ER': 1.0, 'PC': 1.357466063}",0.0
{'$oid': '5a421d742bfbb88f180e3356'},A1OIGXD05VTO18,B009PG5AWI,Dinora Brown,"[2.0, 2.0]","I would recomend this stud, price is fairly good.  I dislike the metal because is too soft and it bends.",4.0,I love it.,1362960000,"03 11, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.331061096, 'MNR': 0.5, 'RB': 1.0, 'RC': 3.0, 'PR': 66.66666667, 'NR': 33.33333333, 'FR': 0.0, 'RSP': 0.0, 'AW': 362.0, 'RD': 0.227272727, 'RL': 104.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d742bfbb88f180e3357'},A3232F7U42S9YA,B0016RK1QO,Melanie,"[0.0, 0.0]",Buckles could be more heavy duty but otherwise good. The sizing is on the large scale as well. Very nice.,3.0,Not too shabby,1386979200,"12 14, 2013",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.0, 'RL': 105.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d742bfbb88f180e3358'},AXLICRDWY665X,B00BK0E46U,Johnathan Limp,"[0.0, 0.0]",Not designed for road bike applications...,1.0,One Star,1404259200,"07 2, 2014",Sports_and_Outdoors,"{'CS': 0.246182982, 'MNR': 1.0, 'RB': 4.0, 'RC': 5.0, 'PR': 40.0, 'NR': 60.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 182.0, 'RD': 3.5, 'RL': 42.0, 'ER': 1.0, 'PC': 5.882352941}",0.0
{'$oid': '5a421d742bfbb88f180e3359'},A2J23EMHV1BNZE,B00644OOSA,Zach,"[0.0, 0.0]",The shirt came quickly and was priced very fairly. The quality is good. Definitly better than most shirts you buy for this price. Great purchase!,5.0,Good quality,1381622400,"10 13, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.393107929, 'MNR': 0.238095238, 'RB': 5.0, 'RC': 26.0, 'PR': 96.15384615, 'NR': 3.846153846, 'FR': 0.153846154, 'RSP': 0.0, 'AW': 16.0, 'RD': 0.0, 'RL': 145.0, 'ER': 1.0, 'PC': 0.847457627}",0.0
{'$oid': '5a421d742bfbb88f180e335a'},A1DHHUPCGUO3WA,B004E2P5UA,Momma Shell,"[6.0, 6.0]","I think the idea is great, to have a family of dolls. I am disappointed with the quality. My daughter is older, and very gentle with her toys. This is the first toy she has ever broken, and she only had it 1 week. The male doll came apart at the waist. Seems to be made of very cheap plastic.",3.0,Barbie Doll Family,1314835200,"09 1, 2011",Toys_and_Games,"{'CS': 0.380693494, 'MNR': 0.0, 'RB': 0.0, 'RC': 4.0, 'PR': 75.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 302.0, 'RD': 1.4, 'RL': 292.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d742bfbb88f180e335b'},APGOL34B6JV0K,B003ZDOPZK,"Amazon Customer ""none""","[0.0, 0.0]",I saw one of these at the local store but they did not carry my size.  I fabric is so soft and once I received them in my size I found them to be so comfortable.  I bought two and was so happy with them I bought two more.  I did not follow the advice of one of the reviews and had to return the first two and order the next size up.  The reviewer stated that they are smaller around than the bras she was used to buying and I found this to be true for me as well.  I had to add two inches to the chest size for it to be comfortable.  I don't see myself buying anything else but this style in the future.,5.0,Best bras I have ever owned.,1351036800,"10 24, 2012",Clothing_Shoes_and_Jewelry,"{'CS': 0.663125252, 'MNR': 0.166666667, 'RB': 2.0, 'RC': 29.0, 'PR': 96.55172414, 'NR': 0.0, 'FR': 0.068965517, 'RSP': 0.0, 'AW': 1250.0, 'RD': 1.214285714, 'RL': 603.0, 'ER': 1.0, 'PC': 0.863930886}",0.0
{'$oid': '5a421d742bfbb88f180e335c'},A2HKV5077TX72L,B0004FL8NO,Sue Shakespeare,"[1.0, 1.0]","We've had ours for 2yrs. Now I'm shopping for another brand. The coffee does NOT stay warm anymore.  Kind of hoping it would have lasted longer.  Or, I may just buy a good quality thermos to keep the coffee in after brewing.  But either way, it's disappointing.  *Keep in mind ~ if you are purchasing this to have hot coffee all day.*One other problem, the digital setting is at the bottom.  Spilling things on it is very likely.  Making the buttons stick.Also, if you have ANY problem with eyesight... very difficult to see in order to set time / brewing time. I keep a lighted magnifying glass next to it, so I can set it.",3.0,It's OK not great,1320364800,"11 4, 2011",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.714285714, 'RL': 624.0, 'ER': 0.0, 'PC': 1.226993865}",0.0
{'$oid': '5a421d742bfbb88f180e335d'},A3G3A60G3GR1O0,B00080M1OU,Mike G,"[1.0, 1.0]","After growing tired of the affect on my posture, circulation and untold pairs of pants, I decided to get rid of my overstuffed back pocket wallet and go for a slim front-pocket design. It was surprisingly difficult to find one I liked. (I'm really picky.) But the Dopp Regetta 88 series stood out and ended up being just what I needed.It looks great, quality seems excellent so far and has room for several cards, photo license/ID (which shows through the clear plastic window) and 6 to 10 bills folded in half. I'd buy it again without hesitation.",5.0,A Great Front Pocket Wallet,1375315200,"08 1, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.507515537, 'MNR': 0.0, 'RB': 0.0, 'RC': 7.0, 'PR': 85.71428571, 'NR': 0.0, 'FR': 0.285714286, 'RSP': 0.0, 'AW': 572.0, 'RD': 0.637931034, 'RL': 548.0, 'ER': 1.0, 'PC': 1.569506726}",0.0
{'$oid': '5a421d742bfbb88f180e335e'},A2R1W2DTQD17CO,B00CIGOW7G,"Katharine A. Thibodeaux ""Say something about ...","[0.0, 0.0]","I bought the 10ft in blue. Its length is great, let's me charge anywhere. No trouble with tangles, either.  Charges super fast.  Love it!",5.0,Fast Charge,1389744000,"01 15, 2014",Cell_Phones_and_Accessories,"{'CS': 0.182036411, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 0.587023687, 'RL': 137.0, 'ER': 1.0, 'PC': 0.925925926}",0.0
{'$oid': '5a421d742bfbb88f180e335f'},A1TVLRDFMTLMX7,B0087ZNDZY,Big Tyus,"[0.0, 0.0]",Didn't work like l would have hoped it wouldMade herbs turn colorsFrom a light green teaTo a brown one in mason jars,2.0,turn colors,1383609600,"11 5, 2013",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.762711864, 'RL': 116.0, 'ER': 0.0, 'PC': 4.210526316}",0.0
{'$oid': '5a421d742bfbb88f180e3360'},A188WU46I62CB,B004XDW8KU,Clark Kent,"[0.0, 0.0]","I must say that if the company that advertised this product had not advertised it as rubberized plastic, I would not have given 2 stars but instead 3. It's thin plastic. It fits my Verizon vn270 phone and doesn't mess up the phone, but it's thin plastic with color thatnrubs off a little bit on to counters, fingers, etc. and not sure how much it would protect my phone if I dropped it hard a lot.",2.0,Not great,1358726400,"01 21, 2013",Cell_Phones_and_Accessories,"{'CS': 0.379546271, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 1.916666667, 'RL': 397.0, 'ER': 0.0, 'PC': 0.628930818}",0.0
{'$oid': '5a421d742bfbb88f180e3361'},A10QL734SUW6QT,B00BWI660M,Devan,"[0.0, 0.0]","This is a great case. Delivered quickly, and is exactly as described. I highly recommend this case to anyone searching. Has a great rubber feel and the belt holster is nice as well.",5.0,Great Case! A++,1372032000,"06 24, 2013",Cell_Phones_and_Accessories,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.666666667, 'RL': 181.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d742bfbb88f180e3362'},A1APFU175NOXEK,B0037UT1LY,btfeick,"[0.0, 0.0]","I have every Holiday barbie doll since the first one in 1988. I think this one is very pretty, but I am extremely disappointed in the packaging. I DO NOT play with these dolls. They are collectibles for me. This box is different (cheap) from all their other boxes. And, you can open it because it has no seals. How can this be considered a collectible if you can not say ""never opened""? Mattel really blew this with the ""new packaging"" for me.",3.0,Review as a collector - Sad about the packaging,1294358400,"01 7, 2011",Toys_and_Games,"{'CS': 0.402154889, 'MNR': 0.0, 'RB': 0.0, 'RC': 4.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 93.0, 'RD': 1.589285714, 'RL': 443.0, 'ER': 0.0, 'PC': 2.259887006}",0.0
{'$oid': '5a421d742bfbb88f180e3363'},A26HJQ2C9CCYFB,B00GBW7L6M,judith heide,"[0.0, 0.0]","The blazer is supposed to fit a 16-18 size, however it's more like a 4-6 size.  There's at least six inches between the two sides of the jacket when it's on.  The deliver was really fast and the quality of the material is nice ... it's just waaaaaay too small.",3.0,boyfriend blazer,1400544000,"05 20, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.176470588, 'RL': 260.0, 'ER': 0.0, 'PC': 1.477832512}",0.0
{'$oid': '5a421d742bfbb88f180e3364'},A27EPG9A5KXXN0,B001WTEHI4,"JJonesie ""JJ""","[0.0, 0.0]",I bought this charger for my daughter's phone two months ago. It will not charge it fully and now it won't even work.  It is a piece of junk.  I contacted the seller who informed me that nothing would be done as 14 days had passed.  I'd give them zero stars if I could.  Order from someone else.,1.0,Junk,1356480000,"12 26, 2012",Cell_Phones_and_Accessories,"{'CS': 0.324877282, 'MNR': 0.0, 'RB': 0.0, 'RC': 4.0, 'PR': 75.0, 'NR': 25.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 49.0, 'RD': 2.984615385, 'RL': 295.0, 'ER': 1.0, 'PC': 0.438596491}",0.0
{'$oid': '5a421d742bfbb88f180e3365'},A34LNVC6XWDMF6,B009AANCLK,F. Fussell,"[0.0, 1.0]","What a piece of junk. The touchpad is so overly sensitive that the slightest touch sends the window to another screen without any seeming logic. This computer won't operate up to speed unless it's plugged in. On battery alone it's like a snail. The first one I ordered was even worse so I returned it & ordered a replacement. After the replacement was nearly as bad, I gave up.Steer clear!",2.0,a crappy machine,1362787200,"03 9, 2013",Electronics,"{'CS': 0.402499113, 'MNR': 1.0, 'RB': 1.0, 'RC': 3.0, 'PR': 66.66666667, 'NR': 33.33333333, 'FR': 0.0, 'RSP': 0.0, 'AW': 1122.0, 'RD': 1.578947368, 'RL': 389.0, 'ER': 0.0, 'PC': 1.27388535}",0.0
{'$oid': '5a421d742bfbb88f180e3366'},A1VX0G2AJ8DIX6,B004GGU9QY,Another Wench,"[0.0, 0.0]","Not just _Dark Side of the Moon_. I would buy this shirt if it were correct! It looks great; but come on, people! Get the name of the album right!",1.0,It's _THE Dark Side of the Moon_,1388880000,"01 5, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.292021373, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 3.520833333, 'RL': 146.0, 'ER': 1.0, 'PC': 5.172413793}",0.0
{'$oid': '5a421d742bfbb88f180e3367'},A2NTS5TDJIDV93,B0058VUY84,Harold Bagwell,"[0.0, 0.0]","This camera work great daylight or dark, well worth the money. It works great with the system I already have.",5.0,rex Wireless Accessory Camera LW2711AC1,1355184000,"12 11, 2012",Electronics,"{'CS': 0.244948974, 'MNR': 0.0, 'RB': 0.0, 'RC': 2.0, 'PR': 50.0, 'NR': 50.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 225.0, 'RD': 1.28, 'RL': 109.0, 'ER': 1.0, 'PC': 1.136363636}",0.0
